001_0001,6.47403,-5.19636,0.732815,1.1367,-6.97399,-7.64048,2.62691,6.0969,2.45015,-1.13774,-1.4933,3.89657,15.5837,-1.93762,-6.06401,8.58413,9.71513,-13.9643,1.26277,11.5865,-0.199595,-2.54447,-2.27957,-9.1972,0.257764,4.93456,2.49983,1.25701,2.17949,1.74334,18.4772,8.626,-2.39998,7.07836,12.1869,-7.83173,15.375,24.5645,2.16391,-2.20487,22.6428,10.7585,-8.86636,10.3744,2.37488,15.1587,12.8312,-30.7737,5.98821,7.91946,-1.04604,-4.2947,7.49133,-6.6145,0.961615,4.13485,-0.814124,0.706101,23.4809,6.19563,25.3796,-29.8127,-11.3914,5.15432
001_0002,-1.12771,4.56519,1.80728,-7.59366,2.55225,14.1478,-8.80894,-4.41028,7.60856,0.535973,2.71759,3.98231,6.95141,-5.38064,7.90494,2.88407,-2.19048,-1.29651,3.70412,1.30225,2.00618,6.07396,1.36946,-9.37099,1.76452,-3.2335,3.51243,-2.92759,-7.69391,3.08343,-12.8724,-1.59076,-10.9137,-4.76992,-4.70811,4.77715,-1.37506,11.0513,-4.61263,6.96593,9.63033,12.0392,5.89863,-2.27791,5.70235,11.1875,4.29079,-8.46233,11.6761,-21.5611,12.8081,-14.9882,-20.3568,-22.5863,16.1405,16.8433,-14.162,-13.4257,25.573,0.204154,50.3367,-13.1517,-26.6385,-16.4533
001_0003,-1.57025,-2.67387,1.54274,2.07377,-0.551314,8.90248,4.04996,-3.4307,-5.86013,-0.262803,-2.77916,3.74664,-3.94454,-6.81091,-4.34042,-0.90982,-0.749067,5.9124,7.30609,-3.39549,-0.941002,8.09959,4.00337,-7.01429,-0.347594,-6.57429,-12.658,-1.27925,3.84739,-3.05017,2.51577,-0.554475,-11.9276,-6.53526,5.40786,2.84134,2.83704,14.7188,-3.84156,8.93502,15.1717,10.7517,-4.52942,-1.49148,4.45954,5.93855,11.428,-10.4832,9.55667,-11.5205,9.60676,-12.0338,-14.7575,-7.87652,10.7605,23.8136,-7.71302,-9.99767,25.0227,0.321311,51.7982,-7.85361,-27.3113,-14.7327
001_0004,2.5877,-4.08471,-0.9519,-3.56102,2.26751,6.71577,-3.12256,-1.3826,2.70317,-3.27022,0.0411859,-3.54212,6.32623,-0.621025,0.850935,-2.24631,-1.25105,2.32944,-3.11293,-2.7291,1.03709,0.00824188,0.447041,0.624586,-1.98917,-11.3179,-1.13183,0.878721,3.45721,3.06304,-14.1817,5.09222,-4.59053,-1.28923,1.74547,1.65742,2.39873,4.68123,4.29583,-1.09767,4.53151,-0.96311,1.08053,7.32729,1.49769,7.93471,-5.21478,-10.4004,10.957,5.32293,5.12584,-6.94804,7.54804,6.02161,5.55015,10.7755,-6.41132,13.5442,18.7857,-9.82948,0.0547262,-19.7937,9.86048,17.5649
001_0006,1.27837,1.25056,0.0548481,3.83726,-4.93746,-9.84247,-1.8929,-7.41,0.0128471,0.809342,2.56713,2.43403,-0.592991,-1.78348,-3.38263,9.04598,-4.43415,2.72755,1.09584,1.45438,-2.17851,5.29983,-7.10364,-1.69323,-6.69736,-1.5241,-9.0748,-2.14545,-3.32653,-1.91954,-4.13125,-3.90238,-0.466249,-4.31822,4.43466,0.722579,-3.42778,-0.962497,1.3915,5.29353,4.9195,9.09591,-6.13584,-0.239016,-5.66633,6.16831,-0.783113,-4.93677,1.45743,-10.3326,8.68007,1.19412,9.41776,-3.95737,6.39137,0.924914,-5.73664,4.17503,24.2946,-9.73611,19.5874,-30.8951,-10.909,-19.0957
001_0007,-1.26054,-0.269637,-4.39438,-1.10683,-2.6706,-4.36767,1.68923,7.34026,-6.78917,-6.74278,-6.14186,4.19732,-0.28594,-0.551554,5.49307,-2.65092,4.39446,-5.99717,2.29867,6.30388,-3.68556,-8.24755,-6.45604,-5.71354,-1.98917,4.78789,-5.13956,7.38092,-5.51205,-0.986286,2.48508,1.70115,-5.78872,0.745692,1.01538,-0.910862,9.0871,14.0386,2.82975,1.49568,9.42175,18.4428,-10.557,6.6584,-4.01007,9.74115,8.70021,-22.6305,2.84237,0.359144,4.43925,-7.81398,4.49944,-2.01971,-2.68933,3.823,5.35644,3.38778,18.9106,6.31857,15.3683,-20.8674,-1.75024,-1.39089
001_0009,-10.9574,10.1442,-5.7285,4.12194,1.00956,11.3805,9.36374,4.86216,5.59032,-8.82052,-6.16322,-3.06585,-17.0628,10.0513,-6.75153,5.99272,2.58927,-3.41217,0.687552,0.241578,-3.1522,-6.22999,-1.05694,0.653971,-13.9238,0.485498,-7.2028,6.43074,7.53474,-17.6527,10.3052,5.20577,6.18545,-6.90142,5.79495,-7.38771,4.33559,19.6414,9.58787,9.27562,17.6009,13.7482,-14.1186,-1.0452,-8.74396,21.8962,3.04024,-22.336,9.52768,-6.3058,20.3912,-15.5177,24.734,-0.48605,-2.14418,22.9226,-15.4611,-6.81329,24.9114,-2.59528,9.73504,-47.5824,-15.4583,7.23622
001_0011,4.09384,-4.24911,-3.55656,-8.10862,-0.973006,1.98641,3.38245,13.4372,-9.38523,-6.72234,2.35426,5.62735,3.43919,-0.408817,-1.82195,4.59557,-1.134,6.27555,11.6598,-16.7476,11.7777,6.63433,3.13321,6.20094,-2.67758,-4.76757,-0.0998187,-5.0681,15.6072,-7.4096,-7.02545,-2.06206,-7.84936,-4.89657,-9.73766,-9.13792,10.6484,37.2464,1.18874,-2.91013,14.5579,15.1689,10.0277,-6.53896,-2.20944,21.6287,-3.5095,-33.7579,8.09596,-19.7071,15.1049,-20.7116,4.53456,18.5198,22.6746,-0.371377,-6.04716,-4.83957,-4.35493,-5.89766,7.70289,-65.6831,-0.332975,3.34113
001_0012,0.435899,-6.93555,-4.8617,-16.0624,-11.7936,-2.60722,2.51429,1.65948,2.31937,1.09071,4.23664,6.76851,2.57786,-0.850739,-7.78841,6.18743,3.9073,-7.86732,-3.76143,-0.862791,5.89526,4.14013,-4.94628,-9.10346,-1.4123,-0.691582,-4.24359,4.8963,5.36849,-4.48687,-5.81559,0.867416,-7.02328,-5.24523,11.4748,3.17954,-1.50486,0.777467,2.43225,12.2573,7.91186,14.8882,-6.30145,1.64234,-6.3935,9.7775,3.79266,-4.35057,-12.5057,-3.32732,11.8078,7.57232,6.60836,-10.5476,21.1261,1.57747,-7.27913,-4.28128,18.848,9.80369,37.5009,-14.9604,-22.2542,3.8995
001_0014,0.199054,1.43499,-7.85145,4.22873,-5.37211,-3.88449,3.42577,7.79756,4.97374,5.26495,-8.60086,1.16948,-6.63284,1.86074,-3.52616,8.36609,-1.33509,-5.44755,0.468078,0.686037,2.38638,-3.95912,7.44474,-0.421544,-8.00434,-2.45062,-6.72602,0.649427,7.62107,-2.06687,-1.57996,-14.0259,-3.44247,-12.6191,3.30762,-11.8088,8.03204,25.3029,3.07674,8.26886,19.5198,25.5119,-15.205,12.7811,-2.57044,8.55983,4.00352,-15.8106,8.80747,-14.5591,13.9549,-4.29021,7.30039,-13.3167,15.9437,16.057,-20.8555,-8.0507,35.095,-12.5227,46.6316,-28.9029,-28.4384,-25.0543
001_0016,-1.6378,7.53412,-2.94136,-1.05065,0.679607,-6.18084,-2.6848,7.34344,11.6723,-1.08845,-11.932,-0.807392,-9.98633,-0.873189,-1.52918,9.67584,-0.10146,7.75223,2.74501,-2.06182,7.47226,-3.19808,0.771566,-3.6338,-6.58264,-4.18484,-11.7634,9.67473,8.64505,-2.34486,0.991794,-15.303,-11.7326,-8.815,-11.6057,-6.97811,8.26124,16.1988,6.79801,8.06057,14.1368,25.3917,-8.04504,12.6281,-3.50477,20.6538,4.12645,-25.7311,8.81493,-18.9423,15.0252,-9.21089,3.40562,-12.1962,17.9275,13.4448,-9.65572,-7.58148,30.7948,-6.60302,37.8468,-22.2243,-29.8937,-10.9152
001_0017,-0.358144,-1.4427,3.97695,2.16717,2.07016,5.74869,3.47111,-1.33973,-1.55365,-2.94015,-1.76002,0.313568,4.1058,1.21255,4.3002,-5.47228,-0.106506,5.21082,5.96203,0.299901,2.86564,3.17386,6.71675,-6.48717,2.63334,-2.24569,-4.87366,-0.834904,3.87778,2.35123,-1.32396,0.195549,-6.40013,-0.477663,6.06746,1.7736,-4.93701,7.40189,-7.82085,9.46075,10.0002,3.45763,3.10182,3.79603,8.27616,6.4226,10.7766,-3.56037,3.63141,-7.93212,3.76477,-12.4017,-10.2233,-14.9385,11.1742,12.8419,-1.57691,-4.7362,20.7993,5.1402,44.7024,-2.30576,-9.93536,-7.09965
