001_0001,0.470837,-5.82404,11.2934,0.45256,-4.07357,23.0979,-14.9674,-9.38907,-9.64424,-20.466,-12.6747,14.8389,-13.2066,3.04234,19.4546,32.1211,-0.172108,2.31546,3.18945,-14.5169,4.0735,-6.40302,1.96819,1.94183,-1.23307,2.77522,26.3732,-9.43308,5.60319,-37.1786,-10.2492,6.57329
001_0002,-0.490169,0.0709098,-8.45843,1.97081,-9.0717,10.7994,-6.07189,2.19069,-12.4696,-7.43235,7.54612,8.81826,-1.23642,10.6145,6.25316,9.94998,20.3723,-10.4153,-19.5839,5.15495,19.9777,-23.741,10.4981,21.8522,-10.3567,-11.043,34.3238,-10.7398,38.2191,-31.9142,-22.7785,-16.019
001_0003,-4.37614,-10.3902,-5.74554,-3.38196,-3.78154,17.1629,-11.8807,0.330999,-10.8741,-10.2538,-2.53425,9.03034,0.575956,4.83513,13.5116,8.32914,12.8703,-9.00128,-12.4931,-0.407135,18.5659,-7.00108,6.03799,21.3965,1.62147,-9.02859,33.7427,-10.9993,40.565,-27.2212,-23.5618,-14.2774
001_0004,-3.98338,8.33031,-4.30919,-1.16011,1.43964,4.16732,-5.31361,-4.35307,1.10188,-0.464831,-0.44267,5.44649,-7.00815,1.68327,-5.95867,13.833,6.69644,1.81744,4.22179,-12.6296,5.43735,6.38607,5.24984,13.6907,3.17948,14.7801,16.7497,11.4479,-8.89943,-17.5907,7.17102,18.4733
001_0006,4.28483,-3.24252,-4.03078,1.83709,6.81085,2.83482,-2.60482,3.75354,-11.0869,1.09642,-5.60334,-1.09403,-7.04501,3.30116,1.07145,4.19688,7.70905,-8.7461,-3.5906,-3.18333,-8.58288,-2.15051,5.15703,5.61861,-6.21234,6.00089,27.1385,6.04205,2.82429,-34.0252,-10.1736,-19.0986
001_0007,0.317985,-3.61062,1.63454,1.77229,-6.74121,7.95404,-5.48562,-6.47751,-17.9462,-7.46845,-12.1149,8.51375,-8.8726,0.251315,14.0127,21.405,1.25636,-1.46603,-4.61552,-12.2379,5.36756,-2.24226,0.58732,-2.27566,4.71709,3.81052,21.2082,-8.12038,0.34345,-23.8109,-1.77909,-0.285662
001_0009,-0.90807,-10.0674,-2.00309,5.29281,-0.849604,14.1104,-15.1255,-8.45645,-16.0989,-5.17824,-16.2744,-1.41421,-18.8507,15.4298,6.58857,20.1729,14.2318,-13.5262,-4.6904,-29.865,-2.56944,1.48099,-9.17689,24.8717,1.32599,-4.85853,25.8351,2.26944,-12.9657,-46.9165,-16.4159,7.55202
001_0011,-3.96964,-6.93329,0.341017,9.20113,-22.0175,24.9432,-6.4764,-20.7873,-11.2166,-10.7991,3.32166,0.319122,-15.2657,15.7005,-1.55405,32.5392,17.6667,-8.48174,-27.1325,-16.355,6.85675,17.9849,16.562,5.72812,-14.8253,-3.57181,-3.97921,6.02005,-17.498,-62.4076,-0.710047,3.09935
001_0012,-0.820085,-4.33571,-9.31682,-5.70611,8.19853,9.1174,-12.5284,1.99482,-18.4149,-0.0347622,-9.18531,1.85155,-10.5598,4.88117,7.19293,4.76179,-8.41446,-13.1133,-1.20707,5.36897,-10.8578,-7.1356,15.2081,12.2998,-12.1498,-2.98019,24.0444,-16.7293,22.6019,-27.5528,-18.0092,3.77439
001_0014,2.17246,-15.6882,1.52093,12.3708,-3.38507,21.4436,-8.84453,-4.11175,-24.5896,-10.7377,-13.3846,13.4791,-10.461,-3.08511,6.2693,15.4572,15.5916,-11.4294,-6.44282,-9.01345,-0.579245,-10.7392,6.5954,26.5613,-12.806,-3.84528,41.3854,3.17763,27.8564,-43.715,-25.697,-24.9456
