001_0001,-2.39998,7.07836,12.1869,-7.83173,15.375,24.5645,2.16391,-2.20487,22.6428,10.7585,-8.86636,10.3744,2.37488,15.1587,12.8312,-30.7737,5.98821,7.91946,-1.04604,-4.2947,7.49133,-6.6145,0.961615,4.13485,-0.814124,0.706101,23.4809,6.19563,25.3796,-29.8127,-11.3914,5.15432
001_0002,-10.9137,-4.76992,-4.70811,4.77715,-1.37506,11.0513,-4.61263,6.96593,9.63033,12.0392,5.89863,-2.27791,5.70235,11.1875,4.29079,-8.46233,11.6761,-21.5611,12.8081,-14.9882,-20.3568,-22.5863,16.1405,16.8433,-14.162,-13.4257,25.573,0.204154,50.3367,-13.1517,-26.6385,-16.4533
001_0003,-11.9276,-6.53526,5.40786,2.84134,2.83704,14.7188,-3.84156,8.93502,15.1717,10.7517,-4.52942,-1.49148,4.45954,5.93855,11.428,-10.4832,9.55667,-11.5205,9.60676,-12.0338,-14.7575,-7.87652,10.7605,23.8136,-7.71302,-9.99767,25.0227,0.321311,51.7982,-7.85361,-27.3113,-14.7327
001_0004,-4.59053,-1.28923,1.74547,1.65742,2.39873,4.68123,4.29583,-1.09767,4.53151,-0.96311,1.08053,7.32729,1.49769,7.93471,-5.21478,-10.4004,10.957,5.32293,5.12584,-6.94804,7.54804,6.02161,5.55015,10.7755,-6.41132,13.5442,18.7857,-9.82948,0.0547262,-19.7937,9.86048,17.5649
001_0006,-0.466249,-4.31822,4.43466,0.722579,-3.42778,-0.962497,1.3915,5.29353,4.9195,9.09591,-6.13584,-0.239016,-5.66633,6.16831,-0.783113,-4.93677,1.45743,-10.3326,8.68007,1.19412,9.41776,-3.95737,6.39137,0.924914,-5.73664,4.17503,24.2946,-9.73611,19.5874,-30.8951,-10.909,-19.0957
001_0007,-5.78872,0.745692,1.01538,-0.910862,9.0871,14.0386,2.82975,1.49568,9.42175,18.4428,-10.557,6.6584,-4.01007,9.74115,8.70021,-22.6305,2.84237,0.359144,4.43925,-7.81398,4.49944,-2.01971,-2.68933,3.823,5.35644,3.38778,18.9106,6.31857,15.3683,-20.8674,-1.75024,-1.39089
001_0009,6.18545,-6.90142,5.79495,-7.38771,4.33559,19.6414,9.58787,9.27562,17.6009,13.7482,-14.1186,-1.0452,-8.74396,21.8962,3.04024,-22.336,9.52768,-6.3058,20.3912,-15.5177,24.734,-0.48605,-2.14418,22.9226,-15.4611,-6.81329,24.9114,-2.59528,9.73504,-47.5824,-15.4583,7.23622
001_0011,-7.84936,-4.89657,-9.73766,-9.13792,10.6484,37.2464,1.18874,-2.91013,14.5579,15.1689,10.0277,-6.53896,-2.20944,21.6287,-3.5095,-33.7579,8.09596,-19.7071,15.1049,-20.7116,4.53456,18.5198,22.6746,-0.371377,-6.04716,-4.83957,-4.35493,-5.89766,7.70289,-65.6831,-0.332975,3.34113
001_0012,-7.02328,-5.24523,11.4748,3.17954,-1.50486,0.777467,2.43225,12.2573,7.91186,14.8882,-6.30145,1.64234,-6.3935,9.7775,3.79266,-4.35057,-12.5057,-3.32732,11.8078,7.57232,6.60836,-10.5476,21.1261,1.57747,-7.27913,-4.28128,18.848,9.80369,37.5009,-14.9604,-22.2542,3.8995
001_0014,-3.44247,-12.6191,3.30762,-11.8088,8.03204,25.3029,3.07674,8.26886,19.5198,25.5119,-15.205,12.7811,-2.57044,8.55983,4.00352,-15.8106,8.80747,-14.5591,13.9549,-4.29021,7.30039,-13.3167,15.9437,16.057,-20.8555,-8.0507,35.095,-12.5227,46.6316,-28.9029,-28.4384,-25.0543
001_0016,-11.7326,-8.815,-11.6057,-6.97811,8.26124,16.1988,6.79801,8.06057,14.1368,25.3917,-8.04504,12.6281,-3.50477,20.6538,4.12645,-25.7311,8.81493,-18.9423,15.0252,-9.21089,3.40562,-12.1962,17.9275,13.4448,-9.65572,-7.58148,30.7948,-6.60302,37.8468,-22.2243,-29.8937,-10.9152
001_0017,-6.40013,-0.477663,6.06746,1.7736,-4.93701,7.40189,-7.82085,9.46075,10.0002,3.45763,3.10182,3.79603,8.27616,6.4226,10.7766,-3.56037,3.63141,-7.93212,3.76477,-12.4017,-10.2233,-14.9385,11.1742,12.8419,-1.57691,-4.7362,20.7993,5.1402,44.7024,-2.30576,-9.93536,-7.09965
001_0018,-6.95942,1.9699,9.50474,0.983389,3.95665,27.3905,-6.87994,-6.67453,10.2559,-2.1479,13.9182,-1.81977,7.5155,11.179,0.339959,-12.046,16.1451,-12.73,12.1291,-24.3445,6.34323,-18.3295,4.41798,3.68302,6.35477,14.6317,21.8937,-3.05255,25.6198,-19.7607,-2.85744,16.6545
001_0019,-3.32369,-2.5355,-0.50418,-6.49852,11.8365,24.8225,8.2876,9.62777,21.5497,23.2954,-14.0286,10.1782,0.572675,13.3671,9.07567,-22.4022,5.04721,-6.47226,8.96683,-8.29211,9.71435,-6.55442,12.3048,3.18384,-9.25943,-10.994,31.5982,-4.19946,22.1679,-29.2624,-24.4715,-18.8246
001_0020,-13.8245,1.05527,2.02417,-21.3114,6.31183,37.1347,1.26912,-0.363513,13.8905,22.7062,4.26741,0.25318,1.37195,8.6164,3.25726,-43.8586,15.1783,-8.05578,15.4801,-18.8668,8.75929,13.1341,20.6067,-1.88009,-23.9097,-8.45531,1.00274,-5.23749,9.27675,-52.6018,1.72512,-11.2121
001_0021,-6.98306,-13.1295,-1.93014,-13.7729,13.8621,38.3807,14.0191,3.31799,13.6484,23.7351,-10.4266,10.7805,0.286741,19.8632,-1.41835,-27.7532,6.96827,-5.4509,12.246,-26.3754,12.9782,2.26009,-2.52424,15.2979,-7.31523,3.00741,33.8117,-7.2355,14.8409,-34.7124,0.779056,-9.93167
001_0022,-9.34605,-4.55331,3.17217,-3.59447,11.2665,13.3825,-2.7404,6.30123,11.3575,19.6518,-16.672,5.12093,1.32314,13.3306,7.93604,-25.9314,9.14094,-16.0772,3.45378,-3.66341,-3.6102,-5.20727,13.5955,14.2102,-16.481,-8.22742,31.3311,-3.91374,42.2752,-26.3601,-20.2564,-15.5017
001_0023,10.5267,-4.87732,-0.207518,-5.56539,3.9099,4.68524,0.341444,4.87718,3.55894,3.1652,-4.02444,6.91055,17.5778,4.97362,11.7053,-22.6319,-8.40056,-18.5522,1.84205,-1.51281,7.11065,-18.4677,1.34662,-3.86736,-5.12756,-1.84762,8.32092,6.09811,27.9479,-2.38589,-6.23238,10.6064
001_0024,0.0498804,-10.3456,-6.08789,-5.3317,5.45476,20.8395,11.89,14.032,17.1904,8.65225,-14.6981,6.76582,-5.11942,2.22761,9.40215,-11.8738,-1.63181,-3.81288,13.7107,-15.4254,13.3051,-6.53145,10.0059,5.1608,3.71862,-6.73651,25.4601,1.75052,10.2142,-22.8183,-10.847,-2.43245
