001_0001,-5.34129,1.49792,2.14138,-2.96998,1.96402,4.86912,-3.43727,0.647471,0.278587,-3.68264,1.12426,2.53077,-4.74817,3.33492,0.712756,0.00795207,3.37343,-7.9958,-4.65822,-5.53233,3.5028,-0.266829,2.58912,-1.89152,5.88181,-5.90381,-11.0669,-0.383315,4.51339,-1.50344,-4.99636,2.433,3.06642,6.25666,-0.420871,2.46597,-4.72953,-4.54808,0.728844,-0.85902,0.460421,4.46876,-9.26237,-3.57792,-6.44962,0.581992,3.12083,-5.91904,-3.49874,4.88972,-7.14226,-1.97347,-1.05562,-7.76496,-4.25306,-3.99728,-1.82866,-2.85744,6.10225,9.04696,5.84932,-2.50348,3.27191,-7.66041,-4.91451,-4.67416,1.49454,-4.13251,8.62675,-1.63828,3.30468,3.40807,7.60055,4.28212,2.87766,-6.97994,-5.67672,-8.35549,-8.92536,1.26689,-11.097,-1.61257,13.292,8.99737,-6.09177,5.40645,0.942477,-6.78559,2.82241,4.99635,2.02115,-1.46184,-10.4984,-11.6324,-9.42637,5.39161,2.07841,1.50891,2.75525,-2.66402,11.8485,18.5861,12.9392,-7.17628,22.9205,8.38221,-6.88831,10.1326,-10.5851,18.7108,23.0318,28.5158,8.34401,5.89945,-5.95797,-10.5751,-4.59626,-7.09381,0.941636,4.0201,0.287795,1.44162,26.2049,-5.5096,16.5941,-34.8506,-14.3617,7.25748
001_0002,-8.29781,-1.98202,-0.661382,5.31652,-6.27167,0.14458,-3.67438,-1.40642,-8.40138,3.09974,2.25511,-8.40092,-9.09975,-5.26368,5.07365,9.08947,0.0252004,-3.98703,4.17279,-8.56592,-4.37954,-0.905228,-3.52094,-2.87296,-0.177956,5.556,-4.93244,-0.821218,2.33134,2.00312,-3.02743,1.62493,0.661124,0.780118,-3.3014,-3.34867,-5.31027,-0.201586,2.64862,0.0509762,2.22701,-4.52034,0.354221,1.13612,4.56369,-0.778606,0.0480832,2.38859,1.12063,1.11931,-6.2985,-6.58852,-0.182922,-2.11617,-1.28007,3.78207,1.68026,1.04315,-6.94417,2.36072,-1.11812,-7.01085,5.30567,0.873123,-8.38895,4.29401,-0.185002,8.77298,-1.91296,6.43659,-4.34052,-1.92665,-11.5518,-2.69665,-6.22723,-6.62579,-4.6941,-10.7753,2.76416,-1.44033,4.14592,0.713627,0.848968,-0.0804835,5.33747,5.40261,4.50113,-0.936367,9.43385,-7.28749,0.67693,3.90512,3.18669,16.0894,3.39213,-0.888431,-1.25629,-0.491755,-7.57251,2.51727,-5.58759,8.58716,0.522465,5.72972,6.88468,12.2465,4.50138,3.44773,4.10234,11.7031,3.50194,7.53695,21.3785,-14.343,14.3816,-10.606,25.9752,-19.6831,11.4435,20.8861,-11.2215,-11.0955,33.8801,1.21195,43.2194,-21.1776,-29.3764,-14.4431
001_0003,-5.94895,-1.87221,3.47812,-3.31282,-2.52496,-1.3664,-4.62696,4.53901,3.54798,3.29922,2.13294,4.77571,-5.89357,0.416251,3.17865,3.78764,5.07481,9.70821,5.46016,2.36893,5.89547,0.00798929,-0.11249,-1.68644,-5.14379,10.1812,5.20689,3.89778,1.42099,2.13564,1.21608,-0.939325,-1.00885,-0.927696,-1.19647,-2.85292,-4.72974,-0.58969,2.72308,1.46699,-5.98404,4.60724,-1.3402,0.940151,-3.40607,-6.00096,5.9856,-0.0227495,2.96396,-0.0826581,2.94469,0.0797097,6.63521,-2.51477,0.74514,3.16557,-0.80826,-9.99109,-1.27312,-3.04055,-7.32473,-1.1275,-0.0535588,-7.69976,10.4362,-0.154898,-6.15945,2.13381,-4.85692,8.73213,-1.4922,-1.26784,0.622683,2.50374,-2.34291,8.12089,4.03056,-8.99614,-4.20982,1.90078,2.38429,2.94291,-4.61328,-9.75698,5.16553,-0.365536,6.11885,1.08986,5.44258,-2.64596,-12.1437,-2.73634,-0.765191,1.36109,-0.56349,-0.365006,-3.62829,-8.24384,-7.47418,-4.11545,2.34306,11.7172,6.06249,4.83673,13.0707,10.5788,-2.80047,4.79015,1.72443,6.51401,12.8704,6.47381,14.6918,-8.78137,6.3513,-11.7672,18.8525,-4.39227,6.78937,25.2324,-2.22404,-8.70103,32.6564,1.13436,45.2584,-16.1751,-29.7038,-12.9039
001_0004,-2.94016,1.95473,1.99511,-3.82426,-1.48874,-2.56767,0.476621,2.86943,0.685894,3.13852,-0.401889,-0.100405,-2.12836,1.81274,2.78157,2.95711,1.70605,0.702102,-5.00467,2.01088,3.44806,2.23303,-0.710704,-5.52131,0.703239,-0.184626,6.98109,-0.0963786,-2.54781,1.42158,3.17001,-4.36414,-1.14638,2.66576,5.54717,-1.6147,2.28155,3.46233,5.06912,-0.382063,-5.03527,-2.30183,-0.0177964,1.26016,0.380325,-1.81847,0.559217,-0.00200474,-0.378122,-2.58518,4.44242,-3.4474,2.17077,-2.92336,-7.2765,-7.33187,3.37476,-4.92144,5.67305,-0.690399,-1.64476,4.31177,1.62574,2.80201,-3.68368,0.286638,-1.07763,7.86892,1.90428,-2.45863,-1.84955,0.871798,-1.86316,-5.02066,0.833251,-4.90135,-2.00086,-0.49621,0.56414,-1.44224,1.55674,-1.38114,-5.20422,0.937577,1.86126,0.0592395,1.152,5.32985,-0.798483,-9.68752,-4.33306,3.89049,7.87522,7.96341,3.5357,4.81113,-4.99151,3.76312,-4.49819,-0.824895,1.60382,1.62061,4.22616,-4.95068,4.03245,-2.54089,0.877691,4.78214,-4.85428,7.36096,-5.32621,9.91992,8.46598,5.3383,-6.54169,-10.1136,-6.04418,5.42997,3.73934,13.0283,-1.45669,13.4557,19.1089,9.39325,-6.53504,-20.1158,9.40976,17.1286
001_0006,0.391682,-1.6044,2.70191,2.64681,-1.34443,0.301442,1.09099,-2.54886,-2.92368,1.21192,2.4362,-4.76706,1.56903,8.77165,-2.16168,-2.87464,-1.25641,2.82632,-2.61771,-5.00516,2.29647,-3.3539,7.23642,-1.03065,0.0274973,1.47393,3.54311,3.72136,-1.02926,-0.1006,6.38504,2.68244,2.44132,-5.12429,2.97571,3.12645,-3.40273,-1.60568,4.48755,6.77111,4.883,-3.10641,-2.22553,-4.69429,-1.85511,2.45104,2.18634,-1.30645,-4.06434,-7.85418,-1.29156,-0.632135,-0.26356,4.67695,-0.467981,5.7741,3.99924,7.5017,3.99772,-1.73939,2.76378,-1.83631,0.666725,0.48057,0.74736,-2.12858,0.43655,-9.01664,7.06614,-0.640074,-1.26998,-7.69973,2.6438,3.81423,-3.89874,-2.72486,5.57852,-3.06129,2.06944,4.6246,-2.32848,1.49856,-3.47575,-3.74736,-2.58072,5.60028,-2.37358,-3.85281,-2.29882,-3.07004,-10.3805,-1.70529,0.808819,5.57041,2.36478,-6.37802,1.52409,0.527468,-2.11361,-7.10113,-2.30659,-3.69807,0.650571,3.0465,0.7415,8.15959,-6.45215,-2.85566,-6.1318,2.91079,0.709999,3.17199,6.74483,-11.3004,1.42856,-2.8242,-8.25062,-5.37035,4.39371,3.5464,-4.7547,5.11961,27.6198,7.93779,9.55527,-33.2038,-14.2731,-18.0279
001_0007,0.586706,6.59808,-6.27838,-0.930631,1.68946,6.56228,3.95356,-1.61526,3.31656,-2.78631,5.04339,5.01403,0.99066,-1.77608,-3.48059,-3.72721,0.811714,-1.36216,-6.81119,-1.76167,-2.00543,4.45219,-5.56782,-1.08422,1.51034,-1.15403,1.01321,-2.90931,0.680623,1.78494,0.107478,-2.99548,-0.147066,8.14175,4.26578,1.30685,3.10712,-1.48171,3.98461,2.69696,4.51382,-1.63475,-0.514964,-1.25956,-1.0853,-0.621671,-2.29469,-1.39784,-0.263052,-0.766515,-1.35098,-2.46886,4.53063,0.682989,-7.28691,-1.88999,-2.22565,-1.64562,2.71521,-1.55051,-1.94396,1.92691,1.67305,0.0534558,6.54236,0.536085,4.6672,-1.43228,5.30071,0.376976,-1.63231,7.78209,6.6685,-1.48595,4.35012,7.20936,-1.92358,-1.83853,-1.25351,-3.87261,-1.98486,2.9524,7.60459,6.46145,-7.64254,-2.73862,-3.96312,-6.41732,-2.28522,5.022,-4.97825,7.43918,-5.06458,3.54668,-0.849613,-0.933429,2.71079,-1.90306,-1.32141,3.21909,3.59587,8.54659,5.49257,-4.93647,7.22321,15.8704,-9.93402,5.33419,-8.83318,10.0133,15.9224,22.0194,6.18385,-2.14064,-1.30381,-13.1486,-2.48497,-2.1288,-1.72,2.18856,6.62986,2.81986,19.8461,-6.62553,9.11022,-24.2,-4.02064,-0.134005
001_0009,1.4207,-6.00731,-0.933285,-4.12977,-8.14512,-4.06333,1.90405,2.70684,-0.234352,-5.15737,1.06495,-1.61923,1.07131,9.07745,7.5487,-6.30129,-5.37692,4.8902,1.84398,3.77883,-3.7957,-0.0540295,2.62863,3.28043,0.118855,-0.46776,-1.34061,-0.438625,0.291282,0.469775,-0.734411,1.54825,-4.34616,0.951871,-1.99774,0.947305,-1.45638,5.72973,-1.65058,7.26128,-10.8597,3.57987,3.88783,0.399308,1.07697,-6.31545,5.21817,2.19037,5.51025,-2.34538,-8.16233,6.90586,10.3478,3.1576,7.03948,-1.45822,5.85978,9.06165,8.66144,-4.35127,-5.80031,3.51503,3.97996,12.7735,3.76918,5.65711,-3.65369,-3.44844,-3.52543,12.6793,8.12099,6.30592,-9.21434,-7.78025,10.0651,12.089,9.3878,8.80133,-2.72474,13.7244,-7.87755,1.30455,2.75436,-1.73826,-5.18381,-0.805721,2.23365,-10.6364,-11.2656,1.61242,-7.68829,2.40898,-5.20006,-13.9098,11.5479,-3.67643,-8.81158,-3.96868,4.4778,-8.13559,-1.07873,7.11359,16.4262,-1.67001,11.5557,12.5009,-14.0033,-7.0779,-13.1231,19.6638,7.59211,17.2411,15.302,-12.3154,-5.43309,-28.4181,-17.7036,-2.91361,-6.56664,26.8763,-7.61233,-6.66274,27.4408,2.22636,-2.84082,-48.1766,-18.7973,8.92469
001_0011,5.5604,2.92738,5.71555,5.7952,2.95925,-1.73669,10.009,-6.68446,-1.91616,-0.794061,-0.56749,6.89689,4.51651,4.66327,-2.86781,-0.316029,-0.996458,3.27868,2.05715,6.18373,-2.77744,-2.71378,0.844719,6.83952,1.28049,-3.99352,2.85494,-0.248884,-7.27071,-5.01,-4.06918,-10.4047,2.463,8.95212,-4.1195,4.47947,4.06402,4.78479,1.58654,-9.29068,3.57874,1.21833,4.32178,-7.00081,3.15945,1.64919,-5.82431,7.53089,-8.09589,11.4072,1.5683,6.33939,3.39817,-2.00764,0.54168,-9.54355,6.12353,-5.28374,-2.70062,0.451854,1.74934,-5.57344,-2.63284,4.18129,-0.0907483,1.99245,1.38481,8.75991,3.58865,-9.14637,4.23963,11.3893,9.83693,-4.72696,-6.53586,1.72204,4.87559,-4.09101,1.54358,4.99525,-2.1829,-0.454727,-2.45643,-19.5717,17.7273,1.89499,-0.318192,0.182499,-4.50382,-2.3146,0.216308,-4.76024,12.8212,0.06427,12.0897,6.3951,-3.00915,-5.72205,4.00052,8.69724,-4.74898,28.2527,11.9324,-11.9844,15.4149,12.3866,3.94312,-7.24244,-4.50179,24.1227,-0.0556603,32.4923,19.5086,-18.4601,15.1387,-24.3183,-5.23415,16.4241,21.4339,3.77195,-12.1169,-3.96629,-1.29705,8.15599,-4.7532,-65.7783,-6.389,4.72011
001_0012,-5.30299,-2.13037,7.1551,-2.39567,-1.59781,0.894273,0.3089,3.47182,-1.59329,-6.20338,0.424131,-1.96206,3.84365,2.36093,-4.04049,-2.76886,-4.3925,-3.29117,4.1529,11.3779,4.38037,-2.74955,-1.6491,5.12171,1.24544,-6.39117,-0.0108266,-4.11402,-3.25313,-0.423865,-4.5982,3.89938,-4.12855,1.39186,0.552817,3.33807,-5.35754,-1.09228,-1.63427,-4.3332,0.0370129,-6.96036,-6.17364,8.14447,-10.329,-3.40478,3.43916,-8.4002,-5.8419,7.58567,0.408864,6.96811,-5.18881,-1.50811,-5.69662,5.15453,8.00615,-2.80284,1.24518,2.75124,3.54607,-9.7833,-0.221568,-3.11989,0.180074,4.66608,2.52801,7.19006,15.7284,0.0756887,6.77109,-1.22466,-1.38264,3.41499,-2.74463,0.266829,0.326549,-2.17177,-9.48871,6.08531,-8.34216,-6.80617,-1.49222,1.0242,1.38337,2.66208,-1.2238,-7.23384,8.04446,-1.80408,-6.06913,5.57122,5.71228,2.57874,4.55601,1.46292,-3.02006,-4.35276,-9.84182,-12.0751,4.87605,-1.15819,6.92849,5.37704,3.56319,17.1063,-8.33125,-1.63434,-8.69465,6.9617,8.34228,3.91681,-5.12597,-16.4751,-6.26663,3.84979,-3.78749,-11.9575,17.7724,7.17272,-9.37535,-2.85327,23.0894,-8.35034,31.8428,-20.846,-23.1032,5.5241
001_0014,-0.371918,2.06697,3.60254,-2.64368,3.46818,0.216782,-1.74645,-3.16734,9.21801,-3.38707,0.591894,-0.0443785,-1.20418,-0.130653,3.84146,-4.86474,-6.23119,6.13844,0.180607,1.99984,8.33286,4.23185,1.60028,-2.2383,-3.01251,-6.09022,0.431139,-1.10406,-5.86418,3.60646,-1.52517,5.68634,-2.27352,6.08942,0.551263,0.941312,-3.96044,-1.44223,5.45895,6.22433,-10.137,0.484454,-1.7096,-4.09193,-1.76904,2.95311,5.32323,1.28283,6.63835,7.24419,4.98666,8.41504,-2.80078,1.69635,0.563363,-1.21224,5.47651,8.34247,5.29489,-6.95842,-3.81301,1.59536,7.94066,-0.487426,5.37455,-4.28567,3.49088,-4.70748,3.77855,2.56296,2.64116,8.10989,-5.14705,9.67927,9.80159,5.70022,7.49781,1.4211,-0.42854,10.6504,-4.58855,-1.64198,3.70033,-1.24163,1.90522,-2.76406,5.84703,-1.66522,-4.99812,0.82925,-6.15845,-0.615424,14.0529,1.94135,1.86872,-10.2587,-0.235561,-6.92815,7.79991,-6.98186,-2.74681,16.1915,11.1507,-2.81312,15.5573,21.1766,-14.6344,12.4912,-14.0756,7.73338,10.2711,13.1062,17.6141,-14.4107,2.42146,-11.1124,-2.3518,-14.5465,9.44557,22.7783,-16.5519,-5.41999,42.936,12.3695,34.5988,-35.9216,-33.05,-23.1294
