001_0001,-0.293062,3.19665,11.8866,-2.42014,-1.00695,19.5229,-14.0767,-10.0085,11.9262,-17.8899,-9.08627,-10.2107,-21.5977,-7.74364,24.6963,29.5599,5.26584,2.31386,6.54611,-7.13791,8.07834,-7.6316,2.96383,2.49263,-1.31577,1.54059,25.127,6.48072,12.2757,-37.9546,-10.5013,6.52854
001_0002,-3.24425,-2.41235,-8.93206,0.410111,3.53552,9.68635,-9.70341,1.8489,-3.80675,-10.8829,8.71992,-8.05037,-5.23565,-12.1185,3.52241,6.73428,19.0227,-14.0627,-17.8629,13.9943,15.7905,-24.3708,13.3369,20.647,-11.5719,-12.6331,32.6079,3.78868,43.475,-27.1908,-23.8685,-15.4474
001_0003,2.33906,-9.76635,-2.99521,-4.7379,-2.71773,15.0518,-13.5817,-0.316849,2.71053,-13.2238,-1.51455,-9.47535,-3.15359,-7.94384,12.5395,6.30462,12.2515,-12.0313,-10.6669,7.66067,16.7132,-8.79323,8.46384,22.2444,0.709738,-11.207,32.2938,4.36436,45.1971,-22.5018,-24.3204,-13.9268
001_0004,-7.60395,1.84328,-6.7229,-2.2971,-2.32102,2.56763,-3.95661,-4.85173,2.73747,0.969965,-0.993132,-1.92709,-9.71926,-0.922833,-4.49628,12.8807,8.87323,1.68585,6.59677,-8.49629,8.23829,5.30666,6.88677,13.8721,3.13548,13.9566,16.233,-11.9194,-7.02706,-19.1836,7.5284,18.0656
001_0006,6.83152,-1.48461,-1.96664,1.59826,-6.50983,-0.921852,-2.57315,2.03773,-5.96952,-9.03953,-4.33536,4.01672,-5.623,-2.62494,1.94146,3.75395,6.78423,-9.64636,-2.40932,-6.54967,-7.19903,-3.93863,5.32711,5.62048,-5.88301,4.7897,25.2532,-8.96022,7.70728,-34.5323,-10.9587,-18.5907
001_0007,2.39504,-0.58168,2.16867,-0.668359,5.30645,7.18406,-6.8253,-7.93313,-5.41453,-16.3769,-8.55615,-5.74219,-13.2814,-3.88394,18.4626,20.4284,4.67979,-2.62123,-1.78945,-7.7039,9.11675,-4.09505,0.938008,-1.09059,5.0795,2.75113,20.2978,6.10002,5.25201,-25.3626,-1.77913,-0.463687
001_0009,8.51454,-8.1336,3.07495,4.79998,-4.26584,10.3988,-16.1593,-9.70644,-2.44758,-15.9025,-12.2147,9.92865,-18.2175,-15.4191,9.97607,19.3022,16.1532,-13.7592,1.28662,-27.783,7.55934,-5.81357,-5.9525,27.6497,1.34209,-6.24325,23.7884,-4.00655,-5.91707,-49.5965,-16.5529,8.26242
001_0011,-1.24069,-5.17528,0.120693,5.84022,15.7151,28.8087,-11.1804,-18.729,1.03114,-13.7825,6.78487,4.89019,-16.7595,-16.5327,-0.231703,32.3821,20.1335,-11.8373,-24.0473,-15.9339,12.6505,14.2412,16.2114,6.93436,-14.1632,-4.58546,-6.75261,-7.45343,-8.76738,-65.2387,-1.96802,3.43674
001_0012,2.20026,-5.04802,-6.94102,-5.5542,-12.9242,3.10925,-13.3434,-1.23967,-7.8507,-15.0348,-8.22775,2.70124,-9.42017,-4.67328,7.82371,5.4802,-9.19182,-13.763,0.672918,0.708947,-12.5587,-7.61086,16.0745,10.0563,-12.6268,-5.10375,22.8777,12.3815,28.2296,-25.4244,-18.5146,4.21659
001_0014,12.6616,-11.76,6.73798,9.01986,-1.01778,18.5548,-13.2654,-6.84431,-5.48492,-24.9286,-10.8864,-10.1166,-16.8171,0.92229,10.9799,13.8411,16.8234,-13.4377,-3.82316,-6.87353,0.995398,-14.3333,9.66389,26.2969,-13.5624,-5.94957,39.0016,-9.4929,34.0464,-40.8688,-26.9609,-24.0419
