001_0001,1.84259,-5.79008,3.96201,0.724002,-0.824878,-2.32465,6.47846,-10.706,-6.65209,-3.29887,11.1467,-4.63567,1.40226,-1.05006,1.64872,14.6202,0.506815,7.40844,10.1478,-7.1303,-8.38662,4.25149,-7.20859,-4.41469,-3.43831,-1.11826,-1.7165,1.48758,4.20682,-15.358,-3.40671,-0.424534,0.470837,-5.82404,11.2934,0.45256,-4.07357,23.0979,-14.9674,-9.38907,-9.64424,-20.466,-12.6747,14.8389,-13.2066,3.04234,19.4546,32.1211,-0.172108,2.31546,3.18945,-14.5169,4.0735,-6.40302,1.96819,1.94183,-1.23307,2.77522,26.3732,-9.43308,5.60319,-37.1786,-10.2492,6.57329
001_0002,1.53213,-1.95462,-3.25393,-3.12327,-1.08871,13.0164,4.38684,4.09749,0.729603,8.04235,8.57304,-1.40888,1.95658,9.40694,2.37185,-0.583991,-1.84889,-1.44669,-4.8378,7.28229,-0.58513,-4.48274,1.25089,-4.05199,2.03614,-8.50963,5.01554,-6.77343,-8.38784,14.9739,-4.63548,0.409412,-0.490169,0.0709098,-8.45843,1.97081,-9.0717,10.7994,-6.07189,2.19069,-12.4696,-7.43235,7.54612,8.81826,-1.23642,10.6145,6.25316,9.94998,20.3723,-10.4153,-19.5839,5.15495,19.9777,-23.741,10.4981,21.8522,-10.3567,-11.043,34.3238,-10.7398,38.2191,-31.9142,-22.7785,-16.019
001_0003,10.1893,-5.34152,-8.0862,-2.68386,1.94129,6.92895,2.86635,-3.43446,-1.71399,-0.825541,6.44396,8.39265,-4.28489,-4.51917,-2.04677,-0.387788,-2.75063,3.63992,-7.17355,4.50401,5.79773,-4.04604,6.59245,-1.26605,0.905617,-9.98379,-5.15272,-0.860982,1.97626,3.96643,-0.393197,-1.96682,-4.37614,-10.3902,-5.74554,-3.38196,-3.78154,17.1629,-11.8807,0.330999,-10.8741,-10.2538,-2.53425,9.03034,0.575956,4.83513,13.5116,8.32914,12.8703,-9.00128,-12.4931,-0.407135,18.5659,-7.00108,6.03799,21.3965,1.62147,-9.02859,33.7427,-10.9993,40.565,-27.2212,-23.5618,-14.2774
001_0004,-3.67971,-5.46568,2.93201,0.18158,0.414868,3.03322,-4.27244,0.286513,3.43107,-1.65103,-1.07604,0.508465,2.9792,4.68015,1.22169,-2.53277,-0.289928,-2.53406,-4.05988,0.599728,0.495167,-3.51908,1.31811,-2.88788,5.16965,-3.06902,0.456847,4.31662,2.26829,12.7324,-0.801141,-0.406917,-3.98338,8.33031,-4.30919,-1.16011,1.43964,4.16732,-5.31361,-4.35307,1.10188,-0.464831,-0.44267,5.44649,-7.00815,1.68327,-5.95867,13.833,6.69644,1.81744,4.22179,-12.6296,5.43735,6.38607,5.24984,13.6907,3.17948,14.7801,16.7497,11.4479,-8.89943,-17.5907,7.17102,18.4733
001_0006,-0.803358,5.62404,0.609012,0.0724787,0.0164785,-1.89838,-0.727888,-6.26323,-3.36694,8.15962,4.75848,-1.61087,1.70228,-5.84164,-4.33626,-0.515105,0.146985,2.37585,-5.51854,3.03179,2.03425,5.79564,0.243878,-4.41236,-3.55432,-3.60335,-8.8627,1.41163,-2.4057,7.62627,2.66661,-6.51365,4.28483,-3.24252,-4.03078,1.83709,6.81085,2.83482,-2.60482,3.75354,-11.0869,1.09642,-5.60334,-1.09403,-7.04501,3.30116,1.07145,4.19688,7.70905,-8.7461,-3.5906,-3.18333,-8.58288,-2.15051,5.15703,5.61861,-6.21234,6.00089,27.1385,6.04205,2.82429,-34.0252,-10.1736,-19.0986
001_0007,1.56672,0.900118,2.21898,4.36464,6.31127,-0.783147,2.24002,-5.3701,-5.84691,-9.25064,-1.08918,7.40514,-0.362928,-5.37925,4.22731,5.77182,1.77445,-2.47561,9.18964,-4.43668,0.959549,7.46176,-2.88399,3.69622,-9.91517,-1.08057,-0.952862,4.84014,-8.39903,0.860912,1.4265,-2.68428,0.317985,-3.61062,1.63454,1.77229,-6.74121,7.95404,-5.48562,-6.47751,-17.9462,-7.46845,-12.1149,8.51375,-8.8726,0.251315,14.0127,21.405,1.25636,-1.46603,-4.61552,-12.2379,5.36756,-2.24226,0.58732,-2.27566,4.71709,3.81052,21.2082,-8.12038,0.34345,-23.8109,-1.77909,-0.285662
001_0009,-3.03031,8.19907,-10.0651,1.81389,0.566164,3.2787,8.66959,13.7695,1.89542,-1.12024,-7.47372,15.7563,-3.43121,1.3832,-4.54107,17.6939,0.802255,6.95992,1.57914,-2.33991,2.86703,-1.96612,-8.92156,-5.5703,-5.5185,-1.62717,-5.0063,9.41184,4.83372,-4.11058,18.4611,-9.45024,-0.90807,-10.0674,-2.00309,5.29281,-0.849604,14.1104,-15.1255,-8.45645,-16.0989,-5.17824,-16.2744,-1.41421,-18.8507,15.4298,6.58857,20.1729,14.2318,-13.5262,-4.6904,-29.865,-2.56944,1.48099,-9.17689,24.8717,1.32599,-4.85853,25.8351,2.26944,-12.9657,-46.9165,-16.4159,7.55202
001_0011,1.10156,-0.902171,14.5193,1.73746,-0.471366,-0.0592699,-11.8692,8.52388,-8.52731,-11.594,1.61607,7.70887,-1.67404,-1.39483,6.07101,-1.41036,2.99414,8.91581,-17.7108,12.2701,11.5667,-11.1667,-3.5117,-2.19142,-1.44234,2.69732,-0.899809,-2.87728,9.84184,10.6003,6.72213,1.03838,-3.96964,-6.93329,0.341017,9.20113,-22.0175,24.9432,-6.4764,-20.7873,-11.2166,-10.7991,3.32166,0.319122,-15.2657,15.7005,-1.55405,32.5392,17.6667,-8.48174,-27.1325,-16.355,6.85675,17.9849,16.562,5.72812,-14.8253,-3.57181,-3.97921,6.02005,-17.498,-62.4076,-0.710047,3.09935
001_0012,6.17942,-2.55859,12.9038,1.3206,4.88284,4.20697,6.37322,1.95771,-1.50595,2.06955,3.76267,2.82673,3.16531,-2.97187,-5.80033,3.27069,0.659426,9.55624,-4.33294,-7.2725,3.23144,1.0103,-0.69139,-6.83187,-4.24143,-7.88437,7.18336,-0.114973,1.39286,7.41842,0.00686983,-1.87875,-0.820085,-4.33571,-9.31682,-5.70611,8.19853,9.1174,-12.5284,1.99482,-18.4149,-0.0347622,-9.18531,1.85155,-10.5598,4.88117,7.19293,4.76179,-8.41446,-13.1133,-1.20707,5.36897,-10.8578,-7.1356,15.2081,12.2998,-12.1498,-2.98019,24.0444,-16.7293,22.6019,-27.5528,-18.0092,3.77439
001_0014,1.76571,-4.39713,-4.89437,5.52587,4.75072,-10.0691,6.11601,-1.86193,-3.81082,7.06889,-3.06133,11.3103,-0.786634,-3.23843,-1.68692,9.30446,5.20593,5.76457,0.653842,3.07774,-0.831392,-4.55173,-1.2185,-1.7232,-2.42084,-0.932,1.36059,-0.339927,7.65241,12.3037,3.22065,-16.4833,2.17246,-15.6882,1.52093,12.3708,-3.38507,21.4436,-8.84453,-4.11175,-24.5896,-10.7377,-13.3846,13.4791,-10.461,-3.08511,6.2693,15.4572,15.5916,-11.4294,-6.44282,-9.01345,-0.579245,-10.7392,6.5954,26.5613,-12.806,-3.84528,41.3854,3.17763,27.8564,-43.715,-25.697,-24.9456
001_0016,4.3898,6.57609,-10.407,7.32409,9.68706,-10.7407,1.57951,-0.555433,1.49855,2.43761,0.0935801,11.9012,-0.246472,0.825987,-7.39915,7.87748,2.48775,-0.683454,-7.60224,8.13543,3.85667,-3.89168,-4.05404,0.277089,-6.65391,-4.01104,2.70383,10.0165,5.58898,16.7805,0.569299,-7.5247,-1.89234,-22.4482,-2.70803,7.67937,-7.26666,6.53381,-3.35239,-6.90332,-22.3146,-10.2302,-9.10828,12.9531,-18.0422,4.57608,8.10323,26.0973,16.2955,-10.488,-14.4078,-7.77592,1.86847,-10.6096,12.7672,18.6536,-8.83955,-5.93782,36.5219,-1.83089,22.9977,-34.1816,-27.8086,-10.6571
001_0017,0.923094,-4.78046,-3.44617,-4.90114,2.15189,2.95273,-1.14846,-3.17946,1.79293,-4.37403,-1.135,-0.503078,-1.25179,1.32027,2.19837,-2.5658,-4.52097,2.45575,-1.47912,5.04163,3.8767,-6.08774,3.87909,0.8676,-1.66876,-9.48197,3.23521,-2.46368,2.89847,2.47147,-2.73119,2.28399,0.266448,-2.10412,-4.75428,-0.588345,0.883709,12.5301,-7.69573,8.65434,-2.42133,-6.18864,6.10436,11.7063,-1.64111,5.18879,10.2705,3.43744,5.23653,-4.48074,-9.83253,-2.11913,13.1212,-14.2128,10.4065,11.4431,0.374573,-4.62848,28.3039,-13.5653,36.0212,-19.3599,-6.0484,-6.2441
